node_id,kingdom,stage,stage_display_name,area_scope,node_type,source,entrance_id,side,obj_id,display_name,x,y,z,scenario_indices,status,notes
RevengeGiantWanderBossStage::entrance::PictureGiantWanderBoss::sub_near,Mushroom Kingdom,RevengeGiantWanderBossStage,Mollusque-Lanceur Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureGiantWanderBoss,sub_near,obj2710,Substage near side: PictureGiantWanderBoss,-250.000,1550.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureGiantWanderBossStage. StageData anchor UnitConfigName=MissRestartArea.
RevengeMofumofuStage::stage_change::PictureMofumofu::raw,Mushroom Kingdom,RevengeMofumofuStage,Mechawiggler Boss Re-fight,subarea,stage_change,StageData,PictureMofumofu,raw,obj69,Stage Change PictureMofumofu,0.000,150.000,-6250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=MissRestartArea. Target=PeachWorldPictureMofumofuStage.
RevengeMofumofuStage::start,Mushroom Kingdom,RevengeMofumofuStage,Mechawiggler Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
RevengeMofumofuStage::entrance::PictureMofumofu::sub_far,Mushroom Kingdom,RevengeMofumofuStage,Mechawiggler Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureMofumofu,sub_far,obj69,Substage far side: PictureMofumofu,0.000,150.000,-6250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureMofumofuStage. StageData anchor UnitConfigName=MissRestartArea.
RevengeMofumofuStage::entrance::PictureMofumofu::sub_near,Mushroom Kingdom,RevengeMofumofuStage,Mechawiggler Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureMofumofu,sub_near,obj69,Substage near side: PictureMofumofu,0.000,150.000,-6250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureMofumofuStage. StageData anchor UnitConfigName=MissRestartArea.
YoshiCloudExStage::stage_change::PeachWorldEx1a::raw,Mushroom Kingdom,YoshiCloudExStage,Yoshi in the Sea of Clouds,subarea,stage_change,StageData,PeachWorldEx1a,raw,obj935,Stage Change PeachWorldEx1a,100.000,550.000,26200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=PeachWorldHomeStage.
YoshiCloudExStage::start,Mushroom Kingdom,YoshiCloudExStage,Yoshi in the Sea of Clouds,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
YoshiCloudExStage::entrance::PeachWorldEx1a::sub_far,Mushroom Kingdom,YoshiCloudExStage,Yoshi in the Sea of Clouds,subarea,substage_entrance,EntranceDB,PeachWorldEx1a,sub_far,obj935,Substage far side: PeachWorldEx1a,100.000,550.000,26200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
YoshiCloudExStage::entrance::PeachWorldEx1a::sub_near,Mushroom Kingdom,YoshiCloudExStage,Yoshi in the Sea of Clouds,subarea,substage_entrance,EntranceDB,PeachWorldEx1a,sub_near,obj935,Substage near side: PeachWorldEx1a,100.000,550.000,26200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
AttackWorldHomeStage::start,Ruined Kingdom,AttackWorldHomeStage,Ruined Kingdom,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
BossRaidWorldHomeStage::entrance::BossRaidWorldEx01_Eixt::home_in,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,home_entrance,EntranceDB,BossRaidWorldEx01_Eixt,home_in,obj377;obj9900377,Home entrance: BossRaidWorldEx01_Eixt,,,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to DotTowerExStage. StageData anchor UnitConfigName=BazookaElectric;DokanStageChange.
BossRaidWorldHomeStage::entrance::BossRaidWorldEx01_Eixt::home_out,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,home_entrance,EntranceDB,BossRaidWorldEx01_Eixt,home_out,obj377;obj9900377,Home return: BossRaidWorldEx01_Eixt,,,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to DotTowerExStage. StageData anchor UnitConfigName=BazookaElectric;DokanStageChange.
BossRaidWorldHomeStage::entrance::BossRaidWorldMoonEx02_Enter::home_in,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,home_entrance,EntranceDB,BossRaidWorldMoonEx02_Enter,home_in,obj375,Home entrance: BossRaidWorldMoonEx02_Enter,13500.000,-31688.432,49300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to BullRunExStage. StageData anchor UnitConfigName=DokanStageChange.
BossRaidWorldHomeStage::entrance::BossRaidWorldMoonEx02_Exit::home_out,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,home_entrance,EntranceDB,BossRaidWorldMoonEx02_Exit,home_out,obj376,Home return: BossRaidWorldMoonEx02_Exit,14200.000,-31671.615,49200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to BullRunExStage. StageData anchor UnitConfigName=DokanStageChange.
BossRaidWorldHomeStage::stage_change::BossRaidWorldEx01_Eixt::raw,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,stage_change,StageData,BossRaidWorldEx01_Eixt,raw,obj9900377,Stage Change BossRaidWorldEx01_Eixt,-2560.000,0.000,1020.000,0;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=DotTowerExStage.
BossRaidWorldHomeStage::stage_change::BossRaidWorldMoonEx02_Enter::raw,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,stage_change,StageData,BossRaidWorldMoonEx02_Enter,raw,obj375,Stage Change BossRaidWorldMoonEx02_Enter,13500.000,-31688.432,49300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=BullRunExStage.
BossRaidWorldHomeStage::stage_change::BossRaidWorldMoonEx02_Exit::raw,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,stage_change,StageData,BossRaidWorldMoonEx02_Exit,raw,obj376,Stage Change BossRaidWorldMoonEx02_Exit,14200.000,-31671.615,49200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=BullRunExStage.
BossRaidWorldHomeStage::start,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
BossRaidWorldHomeStage::event::MoonRockActive_Ruined,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,state_event,StageData:progression_events,,,obj395,Moon Rock,20150.000,-32768.344,45350.000,3,todo,Fill the route to the Moon Rock and any prerequisite story/global state. Location imported from StageData obj obj395.
BossRaidWorldHomeStage::event::WorldPeace_Ruined,Ruined Kingdom,BossRaidWorldHomeStage,Ruined Kingdom,overworld,state_event,progression_events,,,,Ruined Kingdom World Peace,,,,,todo,Fill the story moons/bosses that must be completed for world peace in this kingdom.
BullRunExStage::stage_change::BossRaidWorldMoonEx02_Enter::raw,Ruined Kingdom,BullRunExStage,Mummy Army,subarea,stage_change,StageData,BossRaidWorldMoonEx02_Enter,raw,obj511,Stage Change BossRaidWorldMoonEx02_Enter,-400.000,550.000,5200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=BossRaidWorldHomeStage.
BullRunExStage::stage_change::BossRaidWorldMoonEx02_Exit::raw,Ruined Kingdom,BullRunExStage,Mummy Army,subarea,stage_change,StageData,BossRaidWorldMoonEx02_Exit,raw,obj512,Stage Change BossRaidWorldMoonEx02_Exit,0.000,300.000,-6100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=BossRaidWorldHomeStage.
BullRunExStage::start,Ruined Kingdom,BullRunExStage,Mummy Army,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
BullRunExStage::entrance::BossRaidWorldMoonEx02_Enter::sub_near,Ruined Kingdom,BullRunExStage,Mummy Army,subarea,substage_entrance,EntranceDB,BossRaidWorldMoonEx02_Enter,sub_near,obj511,Substage near side: BossRaidWorldMoonEx02_Enter,-400.000,550.000,5200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from BossRaidWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
BullRunExStage::entrance::BossRaidWorldMoonEx02_Exit::sub_far,Ruined Kingdom,BullRunExStage,Mummy Army,subarea,substage_entrance,EntranceDB,BossRaidWorldMoonEx02_Exit,sub_far,obj512,Substage far side: BossRaidWorldMoonEx02_Exit,0.000,300.000,-6100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from BossRaidWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
DotTowerExStage::stage_change::BossRaidWorldEx01_Eixt::raw,Ruined Kingdom,DotTowerExStage,Roulette Tower,subarea,stage_change,StageData,BossRaidWorldEx01_Eixt,raw,obj340,Stage Change BossRaidWorldEx01_Eixt,800.000,9600.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=BazookaElectric. Target=BossRaidWorldHomeStage.
DotTowerExStage::start,Ruined Kingdom,DotTowerExStage,Roulette Tower,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
DotTowerExStage::entrance::BossRaidWorldEx01_Eixt::sub_far,Ruined Kingdom,DotTowerExStage,Roulette Tower,subarea,substage_entrance,EntranceDB,BossRaidWorldEx01_Eixt,sub_far,obj340;obj341,Substage far side: BossRaidWorldEx01_Eixt,,,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from BossRaidWorldHomeStage. StageData anchor UnitConfigName=BazookaElectric.
DotTowerExStage::entrance::BossRaidWorldEx01_Eixt::sub_near,Ruined Kingdom,DotTowerExStage,Roulette Tower,subarea,substage_entrance,EntranceDB,BossRaidWorldEx01_Eixt,sub_near,obj340;obj341,Substage near side: BossRaidWorldEx01_Eixt,,,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from BossRaidWorldHomeStage. StageData anchor UnitConfigName=BazookaElectric.
MeganeLiftExStage::stage_change::meganelift01::raw,Sand Kingdom,MeganeLiftExStage,The Invisible Maze,subarea,stage_change,StageData,meganelift01,raw,obj359,Stage Change meganelift01,-2000.000,200.000,1600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SandWorldHomeStage.
MeganeLiftExStage::stage_change::meganelift02::raw,Sand Kingdom,MeganeLiftExStage,The Invisible Maze,subarea,stage_change,StageData,meganelift02,raw,obj360,Stage Change meganelift02,400.000,300.000,-18200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SandWorldHomeStage.
MeganeLiftExStage::start,Sand Kingdom,MeganeLiftExStage,The Invisible Maze,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
MeganeLiftExStage::entrance::meganelift01::sub_near,Sand Kingdom,MeganeLiftExStage,The Invisible Maze,subarea,substage_entrance,EntranceDB,meganelift01,sub_near,obj359,Substage near side: meganelift01,-2000.000,200.000,1600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SandWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
MeganeLiftExStage::entrance::meganelift02::sub_far,Sand Kingdom,MeganeLiftExStage,The Invisible Maze,subarea,substage_entrance,EntranceDB,meganelift02,sub_far,obj360,Substage far side: meganelift02,400.000,300.000,-18200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SandWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
RocketFlowerExStage::stage_change::rocket::raw,Sand Kingdom,RocketFlowerExStage,Colossal Ruins,subarea,stage_change,StageData,rocket,raw,obj62,Stage Change rocket,13900.000,-1000.000,2800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=SandWorldHomeStage.
RocketFlowerExStage::start,Sand Kingdom,RocketFlowerExStage,Colossal Ruins,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
RocketFlowerExStage::entrance::rocket::sub_far,Sand Kingdom,RocketFlowerExStage,Colossal Ruins,subarea,substage_entrance,EntranceDB,rocket,sub_far,obj62,Substage far side: rocket,13900.000,-1000.000,2800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SandWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
RocketFlowerExStage::entrance::rocket::sub_near,Sand Kingdom,RocketFlowerExStage,Colossal Ruins,subarea,substage_entrance,EntranceDB,rocket,sub_near,obj62,Substage near side: rocket,13900.000,-1000.000,2800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SandWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
SandWorldCostumeStage::stage_change::abc::raw,Sand Kingdom,SandWorldCostumeStage,Costume Room,subarea,stage_change,StageData,abc,raw,obj11,Stage Change abc,0.000,-100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=SandWorldHomeStage.
SandWorldCostumeStage::start,Sand Kingdom,SandWorldCostumeStage,Costume Room,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
SandWorldCostumeStage::entrance::abc::sub_far,Sand Kingdom,SandWorldCostumeStage,Costume Room,subarea,substage_entrance,EntranceDB,abc,sub_far,obj11,Substage far side: abc,0.000,-100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SandWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
SandWorldCostumeStage::entrance::abc::sub_near,Sand Kingdom,SandWorldCostumeStage,Costume Room,subarea,substage_entrance,EntranceDB,abc,sub_near,obj11,Substage near side: abc,0.000,-100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from SandWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
SandWorldHomeStage::checkpoint::obj1511,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj1511,Checkpoint obj1511,-8800.000,-1350.000,3300.000,0;1;2;3;4;7;8;9,needs_name,Raw UnitConfigName=CheckpointFlag.
SandWorldHomeStage::checkpoint::obj1595,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj1595,Checkpoint obj1595,-30250.000,-1636.411,12100.002,0;1;2;3;4;7;8;9,needs_name,Raw UnitConfigName=CheckpointFlag.
SandWorldHomeStage::checkpoint::obj1597,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj1597,Checkpoint obj1597,27741.602,-450.000,-31950.000,0;1;2;3;4;7;8;9,needs_name,Raw UnitConfigName=CheckpointFlag.
SandWorldHomeStage::checkpoint::obj525,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj525,Checkpoint obj525,-8500.000,4500.000,-15927.484,0;1;2;3;4;7;8;9,needs_name,Raw UnitConfigName=CheckpointFlag.
SandWorldHomeStage::checkpoint::obj530,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj530,Checkpoint obj530,-2950.000,200.000,-32800.000,0;1;2;3;4;7;8;9,needs_name,Raw UnitConfigName=CheckpointFlag.
SandWorldHomeStage::checkpoint::obj5575,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj5575,Checkpoint obj5575,20700.000,5600.000,7150.000,0;1;2;3;4;7;8;9,needs_name,Raw UnitConfigName=CheckpointFlag.
SandWorldHomeStage::checkpoint::obj655,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj655,Checkpoint obj655,24200.000,-2331.549,-12850.000,0;1;2;3;4;7;8;9,needs_name,Raw UnitConfigName=CheckpointFlag.
SandWorldHomeStage::checkpoint::obj98,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj98,Checkpoint obj98,-3500.000,100.000,-20200.000,0;1;2;3;4;7;8;9,needs_name,Raw UnitConfigName=CheckpointFlag.
SandWorldHomeStage::checkpoint::obj99,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,checkpoint,StageData,,,obj99,Checkpoint obj99,4650.000,-1200.000,-13150.000,0;1;2;3;4;7;8;9,needs_name,Raw UnitConfigName=CheckpointFlag.
SandWorldHomeStage::entrance::EX_2DHosui::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,EX_2DHosui,home_in,obj4240,Home entrance: EX_2DHosui,-21899.996,72.858,-35750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to WaterTubeExStage. StageData anchor UnitConfigName=DokanStageChange.
SandWorldHomeStage::entrance::EX_2DHosui_Exit::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,EX_2DHosui_Exit,home_out,obj4241,Home return: EX_2DHosui_Exit,-21900.000,82.871,-35200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to WaterTubeExStage. StageData anchor UnitConfigName=DokanStageChange.
SandWorldHomeStage::entrance::Out::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB:excluded,Out,home_in,obj3176,Home entrance: Out,-26200.000,-2291.096,-11850.000,2;3;4,excluded,Links to SandWorldUnderground001Stage. StageData anchor UnitConfigName=DokanStageChange.
SandWorldHomeStage::entrance::Out::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB:excluded,Out,home_out,obj3176,Home return: Out,-26200.000,-2291.096,-11850.000,2;3;4,excluded,Links to SandWorldUnderground001Stage. StageData anchor UnitConfigName=DokanStageChange.
SandWorldHomeStage::entrance::Under01::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB:excluded,Under01,home_in,obj2949,Home entrance: Under01,-18100.000,-511.473,-23400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to SandWorldUnderground000Stage. StageData anchor UnitConfigName=DokanStageChange.
SandWorldHomeStage::entrance::Under01::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB:excluded,Under01,home_out,obj2949,Home return: Under01,-18100.000,-511.473,-23400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to SandWorldUnderground000Stage. StageData anchor UnitConfigName=DokanStageChange.
SandWorldHomeStage::entrance::aaa::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,aaa,home_in,obj2542,Home entrance: aaa,-2950.000,-2450.000,-29300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to SandWorldSphinxExStage. StageData anchor UnitConfigName=ChangeStageArea.
SandWorldHomeStage::entrance::abc::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,abc,home_in,obj3981,Home entrance: abc,17020.000,-1750.000,-9978.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to SandWorldCostumeStage. StageData anchor UnitConfigName=DoorWarpStageChange.
SandWorldHomeStage::entrance::abc::home_out,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB,abc,home_out,obj3981,Home return: abc,17020.000,-1750.000,-9978.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Links to SandWorldCostumeStage. StageData anchor UnitConfigName=DoorWarpStageChange.
SandWorldHomeStage::entrance::anki2::home_in,Sand Kingdom,SandWorldHomeStage,Sand Kingdom,overworld,home_entrance,EntranceDB:excluded,anki2,home_in,obj1582,Home entrance: anki2,-16100.000,-1658.563,250.000,0;1;2;3;4;7;8;9,excluded,Links to SandWorldMeganeExStage. StageData anchor UnitConfigName=DokanStageChange.
